63,156-1-000088,월배로65길인근,공영,노상,대구광역시 달서구 월배로65길 39,대구광역시 달서구 송현동 1912-11,13,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82517614,128.5442418,,2023-11-30
64,156-1-000089,월배로68안길인근,공영,노상,대구광역시 달서구 월배로72길 26,대구광역시 달서구 송현동 794-2,11,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82573061,128.5491485,,2023-11-30
65,156-1-000090,월배로68안길인근,공영,노상,대구광역시 달서구 월배로72길 26,대구광역시 달서구 송현동 794-2,8,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82573061,128.5491485,,2023-11-30
66,156-1-000091,월배로72길인근,공영,노상,대구광역시 달서구 월배로72길 52,대구광역시 달서구 송현동 798-151,14,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82513888,128.5504283,,2023-11-30
67,156-1-000092,월배로74길인근,공영,노상,대구광역시 달서구 월배로72길 58,대구광역시 달서구 송현동 798-153,4,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8249934,128.550699,,2023-11-30
68,156-1-000093,월배로74서길인근,공영,노상,대구광역시 달서구 송현로8길 59,대구광역시 달서구 송현동 798-174,3,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82432893,128.550157,,2023-11-30
69,156-1-000094,월배로74서길인근,공영,노상,대구광역시 달서구 월배로74서길 42,대구광역시 달서구 송현동 798-213,3,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82500133,128.5496304,,2023-11-30
70,156-1-000095,월배로83길인근노상공영주차장,공영,노상,대구광역시 달서구 월배로 412,대구광역시 달서구 송현동 950,42,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83702469,128.5490605,,2023-11-30
71,156-1-000097,월배로84길인근노상공영주차장,공영,노상,대구광역시 달서구 월배로 412,대구광역시 달서구 송현동 950,17,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83702469,128.5490605,,2023-11-30
72,156-1-000098,월배로88길인근노상공영주차장,공영,노상,대구광역시 달서구 월배로 412,대구광역시 달서구 송현동 950,11,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83702469,128.5490605,,2023-11-30
73,156-1-000099,월배로93길인근,공영,노상,대구광역시 달서구 구마로40길 21,대구광역시 달서구 송현동 50,22,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83523443,128.5502879,,2023-11-30
74,156-1-000100,일광아파트 인근,공영,노상,대구광역시 달서구 죽전길 72,대구광역시 달서구 감삼동 39-4,6,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85496422,128.5405184,,2023-11-30
75,156-1-000101,죽전1길인근노상공영주차장,공영,노상,,대구광역시 달서구 죽전동 339,12,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85482041,128.538871,,2023-11-30
76,156-1-000102,당산로41길인근노상공영주차장,공영,노상,대구광역시 달서구 당산로41길 114,대구광역시 달서구 감삼동 45-24,2,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85306409,128.5420746,,2023-11-30
77,156-1-000103,죽전동주민센터주차장,공영,노상,,대구광역시 달서구 죽전동 204-12,17,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85579165,128.5398042,,2023-11-30
78,156-1-000105,중흥로12길인근,공영,노상,대구광역시 달서구 중흥로 68,대구광역시 달서구 송현동 1991,18,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82776098,128.5583931,,2023-11-30
79,156-1-000106,중흥로16길인근,공영,노상,대구광역시 달서구 중흥로16길 33,대구광역시 달서구 송현동 2015-18,40,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82732114,128.5580026,,2023-11-30
80,156-1-000107,학산로47길인근주차장,공영,노상,대구광역시 달서구 송현동길 16,대구광역시 달서구 송현동 185-30,9,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83043161,128.5500111,,2023-11-30
81,156-1-000108,학산로50안길인근,공영,노상,대구광역시 달서구 송현동3길 2,대구광역시 달서구 송현동 185-16,2,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83082089,128.5498267,,2023-11-30
82,156-1-000110,한양은하아파트 인근,공영,노상,대구광역시 달서구 상화북로 137,대구광역시 달서구 상인동 1474,23,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.81121157,128.5409041,,2023-11-30
83,156-1-000111,호산로27길인근,공영,노상,대구광역시 달서구 호산로 125,대구광역시 달서구 파호동 89,55,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85022635,128.4736811,,2023-11-30
84,156-1-000112,홈마트대곡점 인근,공영,노상,대구광역시 달서구 월곡로 113,대구광역시 달서구 도원동 616,13,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.80723777,128.5486004,,2023-11-30
85,156-1-000113,신당로인근노상공영주차장,공영,노상,,대구광역시 달서구 신당동 1815,84,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85348617,128.4938628,,2023-11-30
86,156-2-000003,능금공원주차장,공영,노외,대구광역시 달서구 명덕로2길 57 (두류동),대구광역시 달서구 두류동 1213,33,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3094,35.85950078,128.5709285,,2023-11-30
87,156-2-000010,진천환승 공영 주차장,공영,노외,,대구광역시 달서구 진천동 626-31,45,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.81200522,128.52279,,2023-11-30
88,156-2-000012,도원동공영주차장,공영,노외,,대구광역시 달서구 도원동 668-10,11,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.80597143,128.5477715,,2023-11-30
89,156-2-000017,본동1공영주차장,공영,노외,,대구광역시 달서구 본동 922,34,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83353975,128.5362993,,2023-11-30
